KT	Inst	Adr	Ort	Typ	RWStatus	Akt	SL	WB	AnzStand	SA	PtageStatT	AustStatT	NeugStatT	Ops	Gebs	CMIb	CMIn	pPatWAU	pPatWAK	pPatLKP	pPatHOK	PersA	PersP	PersMT	PersT	PersAFall	PersPFall	PersMTFall	PersTFall	AnzBelA	AnzBelP	AwBesold	AwInvest	AwSonst	AwT	EtMedL	EtSonst	EtSubv	FiErg	PtageStatA	AustStatA	BettenStatA	DADStatA	pBettenBelStatA	KostAmbA	KostOKPAmbA	KostStatA	KostKVGStatA	AnlKVGStatA	KostZvOKPStatA	AnlZvOKPStatA	KostLangA	AuftragLFA	ErlAmbA	ErlOKPAmbA	ErlStatA	ErlKVGStatA	ErlKVGStatVA	ErlZvOKPStatA	ErlZvOKPStatVA	ErlLangA	PtageStatP	AustStatP	BettenStatP	DADStatP	pBettenBelStatP	KostAmbP	KostOKPAmbP	KostStatP	KostKVGStatP	AnlKVGStatP	KostZvOKPStatP	AnlZvOKPStatP	KostLangP	AuftragLFP	ErlAmbP	ErlOKPAmbP	ErlStatP	ErlKVGStatP	ErlKVGStatVP	ErlZvOKPStatP	ErlZvOKPStatVP	ErlLangP	PtageStatR	AustStatR	BettenStatR	DADStatR	pBettenBelStatR	KostAmbR	KostOKPAmbR	KostStatR	KostKVGStatR	AnlKVGStatR	KostZvOKPStatR	AnlZvOKPStatR	KostLangR	AuftragLFR	ErlAmbR	ErlOKPAmbR	ErlStatR	ErlKVGStatR	ErlKVGStatVR	ErlZvOKPStatR	ErlZvOKPStatVR	ErlLangR	PtageStatB	AustStatB	BettenStatB	DADStatB	pBettenBelStatB	KostAmbB	KostOKPAmbB	KostStatB	KostKVGStatB	AnlKVGStatB	KostZvOKPStatB	AnlZvOKPStatB	KostLangB	AuftragLFB	ErlAmbB	ErlOKPAmbB	ErlStatB	ErlKVGStatB	ErlKVGStatVB	ErlZvOKPStatB	ErlZvOKPStatVB	ErlLangB
GE	Nouvelle Clinique Vert­Pré	Chemin de la Colombe 15	1231 Conches	K231	priv	A		BGs	1	Lito	1855	722	0	2	NA	0.708	0.68	9.2669	8.5366	81.8811	77.7317	0	17.95	NA	31.8	0	2.486149584	NA	4.404432133	68	NA	2800000	303000	3349000	6452000	6481000	143000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GE	Clinique de la Plaine	Rue Charles­Humbert 5	1205 Genève	K231	priv	A			1		511	369	0	2	NA	0.645	0.608	10.6267	14.0244	88.8283	24.7956	0.6	4.02	NA	22.97	0.162601626	1.089430894	NA	6.224932249	22	NA	2033000	703000	1763000	4499000	4550000	94000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GL	Kantonsspital Glarus	Burgstrasse 99	8750 Glarus	K122	oeff	A, P	NF, IPS	MSt, Arzt, BGs	2	MRI, CT	32709	4577	279	6	NA	0.823	0.905	0.7499	7.2902	13.9035	93.028	66.43	124.7	NA	410.06	1.451387372	2.724492025	NA	8.959143544	7	NA	42464000	369000	18253000	61086000	35249000	4568000	21269000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GR	Kantonsspital Graubünden	Loestrasse 170	7000 Chur	K112	oeff	A	NF, IPS	MSt, Arzt, BGs	1	MRI, CT, PET, CC, LB, Lito	93900	15649	691	14	NA	0.91	0.946	5.0081	12.5897	19.8576	88.7407	237.8	474.2	NA	1429.52	1.519585916	3.030225574	NA	9.134896799	0	NA	146386000	4621000	67272000	218279000	151202000	7525000	60450000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GR	Spital Oberengadin		7503 Samedan	K122	oeff	A	NF, IPS	MSt, Arzt, BGs	1	MRI, CT	15592	3170	189	3	NA	0.722	0.757	18.2141	20.6074	28.2969	83.4122	53.82	91.09	NA	282.35	1.697791798	2.873501577	NA	8.906940063	3	NA	27014000	4760000	12372000	44146000	26811000	1816000	15519000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GR	Spital Davos Akutabteilung	Promenade 4	7270 Davos Platz	K122	oeff	A	NF, IPS	MSt, Arzt, BGs	1	CT	13576	2476	97	3	NA	0.798	0.804	13.7524	21.6431	26.6667	74.2857	38.63	73.29	NA	272	1.560177706	2.960016155	NA	10.98546042	0	NA	23901000	4533000	10169000	38603000	23534000	2932000	12137000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GR	Regionalspital Surselva		7130 Ilanz	K122	oeff	A	NF	MSt, Arzt, BGs	1	CT	13402	2652	139	2	NA	0.724	0.733	6.7088	17.2063	14.8577	87.039	26.6	58.72	NA	208.12	1.003016591	2.214177979	NA	7.847662142	2	NA	19289000	776000	8171000	28236000	16997000	2047000	9192000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GR	Flury Stiftung Regionalspital Prättigau		7220 Schiers	K123	oeff	A	NF	MSt, Arzt, BGs	1	CT	10715	1912	103	3	NA	0.735	0.748	2.3483	6.8637	11.2524	90.3131	21.25	45.39	NA	139.02	1.111401674	2.373953975	NA	7.270920502	6	NA	13122000	271000	5426000	18819000	10019000	869000	7931000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GR	Krankenhaus Thusis	Alte Strasse 31	7430 Thusis	K123	oeff	A	NF	MSt, Arzt, BGs	1	CT	8424	1616	122	2	NA	0.751	0.758	2.9176	8.4856	13.3867	86.3844	16.42	41.83	NA	111.51	1.016089109	2.588490099	NA	6.900371287	8	NA	10905000	460000	3054000	14419000	8376000	504000	5539000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GR	Ospidal d'Engiadina Bassa Akutabteilung		7550 Scuol	K123	oeff	A	NF	MSt, Arzt, BGs	1	CT	6732	1109	48	2	NA	0.748	0.779	8.476	24.1347	20.8904	87.2432	17.3	21	NA	94.31	1.559963931	1.893597836	NA	8.50405771	0	NA	9796000	115000	3121000	13032000	8687000	852000	3493000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GR	Ospedale San Sisto Akutabteilung		7742 Poschiavo	K123	oeff	A	NF	MSt, Arzt, BGs	1		4447	518	42	1	NA	0.674	0.775	1.7513	4.6346	13.4851	97.0228	2.7	17.5	NA	37.7	0.521235521	3.378378378	NA	7.277992278	4	NA	4141000	68000	1433000	5642000	3084000	480000	2078000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GR	Kreisspital Surses	Stradung 52	7460 Savognin	K123	oeff	A	NF	Arzt, BGs	1	CT	1933	470	0	1	NA	0.565	0.572	10.559	29.1667	19.8758	87.7847	7	11.13	NA	38.86	1.489361702	2.368085106	NA	8.268085106	0	NA	3774000	184000	1192000	5150000	3253000	479000	1418000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GR	Ospidal Val Müstair Akutabteilung	Sielva	7536 Sta. Maria V. M.	K123	oeff	A			1		1178	206	0	1	NA	0.69	0.734	4.3478	16.6667	11.5942	95.1691	3.81	7.1	NA	20.95	1.849514563	3.446601942	NA	10.16990291	0	NA	1778000	285000	1419000	3482000	2500000	111000	726000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GR	Ospedale casa di cura della Bregaglia divisone acute		7606 Promontogno	K123	oeff	A	NF	BGs	1		774	79	0	0	NA	0.748	0.895	1.2346	6.25	3.7037	98.7654	2.3	27.95	NA	48.78	2.911392405	35.37974684	NA	61.74683544	0	NA	1571000	133000	507000	2211000	1437000	103000	540000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GR	Psychiatrische Dienste Graubünden	Loestrasse 220	7000 Chur	K211	oeff	P	NF	Arzt, BGs	5		67273	1556	0	0	NA	NA	NA	5.5805	11.7527	4.6825	97.6908	45.9	162.75	NA	360.06	2.949871465	10.45951157	NA	23.14010283	0	NA	35264000	687000	1.00E+07	45951000	25711000	3051000	17189000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GR	Kinder­ & Jugendpsychiatrischer Dienst, Jugendstation Chur	Waisenhausstrasse 1	7000 Chur	K212	priv	P		MSt, Arzt, BGs	1		1971	36	0	0	NA	NA	NA	0	19.5122	0	97.561	1.4	8.3	NA	10.1	3.888888889	23.05555556	NA	28.05555556	0	NA	956000	86000	79000	1121000	638000	22000	446000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GR	Rehabilitationszentrum Seewis Klinik für Herz­ & Kreislauferkrankungen	Prafära 128	7212 Seewis Dorf	K221	priv	R		MSt, Arzt, BGs	1		21766	858	0	0	NA	NA	NA	3.7611	79.7701	40.3761	99.4469	5.75	0.8	NA	56.42	0.67016317	0.093240093	NA	6.575757576	0	NA	4812000	977000	2010000	7799000	6796000	1240000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GR	Tgea Sulegl Rehaklinik & Kurhaus	Veia Granda	7440 Andeer	K221	priv	R			1		5114	340	0	0	NA	NA	NA	0	3.5165	12.3077	76.7033	0	5.53	NA	14.53	0	1.626470588	NA	4.273529412	1	NA	1256000	152000	395000	1803000	1701000	53000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GR	Klinik Gut AG	Via Arona 34	7500 St. Moritz	K231	priv	A	NF	MSt, Arzt, BGs	2	MRI	6711	1948	0	4	NA	NA	NA	14.0144	22.0299	50	57.7515	17.95	33	NA	119.76	0.921457906	1.694045175	NA	6.147843943	8	NA	12942000	1766000	10377000	25085000	24948000	905000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GR	Hochgebirgsklinik Davos	Herman­Burchard­Strasse 1	7265 Davos Wolfgang	K235	priv	A, R		MSt, Arzt, BGs	1		63318	2256	0	0	NA	NA	NA	95.3978	57.0093	0	100	17	34.6	NA	193	0.753546099	1.533687943	NA	8.554964539	2	NA	15717000	2513000	6723000	24953000	18288000	3530000	2882000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JU	Hôpital du Jura	Chemin de l'Hôpital 9a	2900 Porrentruy	K121	oeff	A, R	NF, IPS	Arzt, BGs	4	MRI, CT	66520	7618	616	9	NA	NA	NA	1.422	6.7822	9.642	92.9649	84.74	261.67	NA	884.11	1.11236545	3.434891048	NA	11.60553951	21	NA	94171000	1883000	27715000	123769000	73276000	3900000	47224000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JU	Unités jurassiennes de psychiatrie hospitalière 	Chemin de l'Hôpital 9a	2900 Porrentruy	K212	oeff	P		Arzt, BGs	4		6102	383	0	0	NA	NA	NA	0.2611	8.1152	1.3055	100	3.3	18.84	NA	37.51	0.861618799	4.919060052	NA	9.793733681	0	NA	3599000	46000	544000	4189000	1944000	2.00E+05	2045000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JU	Clinique le Noirmont	Chemin de Roc­Montès 20	2340 Le Noirmont	K221	priv	R		Arzt, BGs	1		22460	1006	0	0	NA	NA	NA	0	88.5548	27.2551	87.3909	6.3	14.96	NA	70.46	0.626242545	1.487077535	NA	7.003976143	0	NA	6.00E+06	766000	2067000	8833000	8167000	565000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JU	Maison de naissance Les Cigognes	Route Principale 21	2824 Vicques	K232	priv	B		BGs	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LU	Luzerner Kantonsspital	Spitalstrasse	6004 Luzern	K112	oeff	A, R	NF, IPS	MSt, Arzt, BGs	3	MRI, CT, PET, CC, LB, Lito	235337	34643	2829	30	NA	0.944	1.006	0.6926	16.1445	17.4126	90.1874	643.04	2055.53	NA	4049.65	1.856190284	5.933464192	NA	11.68966314	34	NA	402979000	67347000	186016000	656342000	413604000	37046000	179562000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LU	Klinik St. Anna	St. Anna­Strasse 32	6006 Luzern	K121	priv	A	NF, IPS	MSt, Arzt, BGs	1	MRI, CT, PET, CC	49420	8760	718	7	NA	0.9	0.926	0.4639	16.8962	68.3889	80.5251	30.3	187.15	NA	603.86	0.345890411	2.136415525	NA	6.893378995	116	NA	58851000	22252000	45552000	126655000	124438000	6373000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LU	Luzerner Psychiatrie	Schafmattstrasse 1	4915 St. Urban	K211	oeff	P	NF	MSt, Arzt, BGs	3		101499	2132	0	0	NA	NA	NA	0.3753	11.5111	1.2927	96.6222	62.11	233.78	NA	516.47	2.913227017	10.96529081	NA	24.22467167	0	NA	49399000	9551000	11985000	70935000	30647000	5813000	36281000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LU	Luzerner Höhenklinik Montana	Burgerstrasse 22	6003 Luzern	K221	oeff	R		MSt, Arzt, BGs	1		17809	1094	0	0	NA	NA	NA	0.0891	17.3952	22.1034	98.8414	10.6	27.1	NA	88.12	0.968921389	2.47714808	NA	8.054844607	0	NA	8874000	2209000	2404000	13487000	13497000	808000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LU	Sonnmatt Luzern AG Privatklinik	Hemschlenstrasse	6006 Luzern	K221	priv	R			1		6931	396	0	0	NA	NA	NA	1.2255	68.9826	99.7549	99.0196	0	22.2	NA	56.4	0	5.606060606	NA	14.24242424	1	NA	2312000	487000	2615000	5414000	5253000	172000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
